sample_id,population,percentage,condition,treatment,sample_type,response
sample08329,monocyte,16.39,melanoma,miraclib,PBMC,yes
sample08329,nk_cell,13.63,melanoma,miraclib,PBMC,yes
sample08330,b_cell,3.84,melanoma,miraclib,PBMC,yes
sample08330,cd4_t_cell,39.18,melanoma,miraclib,PBMC,yes
sample08330,cd8_t_cell,25.19,melanoma,miraclib,PBMC,yes
sample08330,monocyte,12.71,melanoma,miraclib,PBMC,yes
sample08330,nk_cell,19.08,melanoma,miraclib,PBMC,yes
sample08331,b_cell,12.6,melanoma,miraclib,PBMC,no
sample08331,cd4_t_cell,28.7,melanoma,miraclib,PBMC,no
sample08331,cd8_t_cell,19.81,melanoma,miraclib,PBMC,no
sample08331,monocyte,27.01,melanoma,miraclib,PBMC,no
sample08331,nk_cell,11.87,melanoma,miraclib,PBMC,no
sample08332,b_cell,21.3,melanoma,miraclib,PBMC,no
sample08332,cd4_t_cell,22.05,melanoma,miraclib,PBMC,no
sample08332,cd8_t_cell,16.42,melanoma,miraclib,PBMC,no
sample08332,monocyte,18.1,melanoma,miraclib,PBMC,no
sample08332,nk_cell,22.14,melanoma,miraclib,PBMC,no
sample08333,b_cell,16.41,melanoma,miraclib,PBMC,no
sample08333,cd4_t_cell,25.43,melanoma,miraclib,PBMC,no
sample08333,cd8_t_cell,22.17,melanoma,miraclib,PBMC,no
sample08333,monocyte,18.52,melanoma,miraclib,PBMC,no
sample08333,nk_cell,17.46,melanoma,miraclib,PBMC,no
sample08334,b_cell,6.26,melanoma,miraclib,PBMC,no
sample08334,cd4_t_cell,31.36,melanoma,miraclib,PBMC,no
sample08334,cd8_t_cell,23.9,melanoma,miraclib,PBMC,no
sample08334,monocyte,23.34,melanoma,miraclib,PBMC,no
sample08334,nk_cell,15.15,melanoma,miraclib,PBMC,no
sample08335,b_cell,9.74,melanoma,miraclib,PBMC,no
sample08335,cd4_t_cell,34.61,melanoma,miraclib,PBMC,no
sample08335,cd8_t_cell,26.73,melanoma,miraclib,PBMC,no
sample08335,monocyte,15.41,melanoma,miraclib,PBMC,no
sample08335,nk_cell,13.52,melanoma,miraclib,PBMC,no
sample08336,b_cell,10.59,melanoma,miraclib,PBMC,no
sample08336,cd4_t_cell,32.33,melanoma,miraclib,PBMC,no
sample08336,cd8_t_cell,20.99,melanoma,miraclib,PBMC,no
sample08336,monocyte,19.43,melanoma,miraclib,PBMC,no
sample08336,nk_cell,16.66,melanoma,miraclib,PBMC,no
sample08337,b_cell,6.73,melanoma,miraclib,PBMC,yes
sample08337,cd4_t_cell,35.31,melanoma,miraclib,PBMC,yes
sample08337,cd8_t_cell,29.43,melanoma,miraclib,PBMC,yes
sample08337,monocyte,16.38,melanoma,miraclib,PBMC,yes
sample08337,nk_cell,12.15,melanoma,miraclib,PBMC,yes
sample08338,b_cell,8.29,melanoma,miraclib,PBMC,yes
sample08338,cd4_t_cell,27.03,melanoma,miraclib,PBMC,yes
sample08338,cd8_t_cell,28.58,melanoma,miraclib,PBMC,yes
sample08338,monocyte,26.57,melanoma,miraclib,PBMC,yes
sample08338,nk_cell,9.53,melanoma,miraclib,PBMC,yes
sample08339,b_cell,15.68,melanoma,miraclib,PBMC,yes
sample08339,cd4_t_cell,27.43,melanoma,miraclib,PBMC,yes
sample08339,cd8_t_cell,27.8,melanoma,miraclib,PBMC,yes
sample08339,monocyte,20.6,melanoma,miraclib,PBMC,yes
sample08339,nk_cell,8.48,melanoma,miraclib,PBMC,yes
sample08349,b_cell,10.79,melanoma,miraclib,PBMC,yes
sample08349,cd4_t_cell,33.19,melanoma,miraclib,PBMC,yes
sample08349,cd8_t_cell,32.76,melanoma,miraclib,PBMC,yes
sample08349,monocyte,10.4,melanoma,miraclib,PBMC,yes
sample08349,nk_cell,12.86,melanoma,miraclib,PBMC,yes
sample08350,b_cell,8.63,melanoma,miraclib,PBMC,yes
sample08350,cd4_t_cell,31.85,melanoma,miraclib,PBMC,yes
sample08350,cd8_t_cell,31.2,melanoma,miraclib,PBMC,yes
sample08350,monocyte,12.19,melanoma,miraclib,PBMC,yes
sample08350,nk_cell,16.13,melanoma,miraclib,PBMC,yes
sample08351,b_cell,9.05,melanoma,miraclib,PBMC,yes
sample08351,cd4_t_cell,26.24,melanoma,miraclib,PBMC,yes
sample08351,cd8_t_cell,31.94,melanoma,miraclib,PBMC,yes
sample08351,monocyte,19.96,melanoma,miraclib,PBMC,yes
sample08351,nk_cell,12.8,melanoma,miraclib,PBMC,yes
sample08352,b_cell,12.95,melanoma,miraclib,PBMC,yes
sample08352,cd4_t_cell,31.77,melanoma,miraclib,PBMC,yes
sample08352,cd8_t_cell,17.58,melanoma,miraclib,PBMC,yes
sample08352,monocyte,23.29,melanoma,miraclib,PBMC,yes
sample08352,nk_cell,14.41,melanoma,miraclib,PBMC,yes
sample08353,b_cell,5.12,melanoma,miraclib,PBMC,yes
sample08353,cd4_t_cell,49.03,melanoma,miraclib,PBMC,yes
sample08353,cd8_t_cell,21.95,melanoma,miraclib,PBMC,yes
sample08353,monocyte,15.77,melanoma,miraclib,PBMC,yes
sample08353,nk_cell,8.12,melanoma,miraclib,PBMC,yes
sample08354,b_cell,10.22,melanoma,miraclib,PBMC,yes
sample08354,cd4_t_cell,27.08,melanoma,miraclib,PBMC,yes
sample08354,cd8_t_cell,27.54,melanoma,miraclib,PBMC,yes
sample08354,monocyte,21.19,melanoma,miraclib,PBMC,yes
sample08354,nk_cell,13.97,melanoma,miraclib,PBMC,yes
sample08361,b_cell,11.28,melanoma,miraclib,PBMC,yes
sample08361,cd4_t_cell,37.64,melanoma,miraclib,PBMC,yes
sample08361,cd8_t_cell,16.87,melanoma,miraclib,PBMC,yes
sample08361,monocyte,12.92,melanoma,miraclib,PBMC,yes
sample08361,nk_cell,21.29,melanoma,miraclib,PBMC,yes
sample08362,b_cell,10.86,melanoma,miraclib,PBMC,yes
sample08362,cd4_t_cell,27.56,melanoma,miraclib,PBMC,yes
sample08362,cd8_t_cell,25.9,melanoma,miraclib,PBMC,yes
sample08362,monocyte,19.87,melanoma,miraclib,PBMC,yes
sample08362,nk_cell,15.81,melanoma,miraclib,PBMC,yes
sample08363,b_cell,10.93,melanoma,miraclib,PBMC,yes
sample08363,cd4_t_cell,36.23,melanoma,miraclib,PBMC,yes
sample08363,cd8_t_cell,17.64,melanoma,miraclib,PBMC,yes
sample08363,monocyte,20.44,melanoma,miraclib,PBMC,yes
sample08363,nk_cell,14.77,melanoma,miraclib,PBMC,yes
sample08367,b_cell,11.22,melanoma,miraclib,PBMC,no
sample08367,cd4_t_cell,26.65,melanoma,miraclib,PBMC,no
sample08367,cd8_t_cell,30.6,melanoma,miraclib,PBMC,no
sample08367,monocyte,14.77,melanoma,miraclib,PBMC,no
sample08367,nk_cell,16.76,melanoma,miraclib,PBMC,no
sample08368,b_cell,10.4,melanoma,miraclib,PBMC,no
sample08368,cd4_t_cell,25.95,melanoma,miraclib,PBMC,no
sample08368,cd8_t_cell,24.77,melanoma,miraclib,PBMC,no
sample08368,monocyte,19.08,melanoma,miraclib,PBMC,no
sample08368,nk_cell,19.81,melanoma,miraclib,PBMC,no
sample08369,b_cell,7.03,melanoma,miraclib,PBMC,no
sample08369,cd4_t_cell,36.72,melanoma,miraclib,PBMC,no
sample08369,cd8_t_cell,25.61,melanoma,miraclib,PBMC,no
sample08369,monocyte,15.66,melanoma,miraclib,PBMC,no
sample08369,nk_cell,14.98,melanoma,miraclib,PBMC,no
sample08388,b_cell,6.75,melanoma,miraclib,PBMC,yes
sample08388,cd4_t_cell,33.11,melanoma,miraclib,PBMC,yes
sample08388,cd8_t_cell,20.53,melanoma,miraclib,PBMC,yes
sample08388,monocyte,26.7,melanoma,miraclib,PBMC,yes
sample08388,nk_cell,12.91,melanoma,miraclib,PBMC,yes
sample08389,b_cell,11.76,melanoma,miraclib,PBMC,yes
sample08389,cd4_t_cell,31.65,melanoma,miraclib,PBMC,yes
sample08389,cd8_t_cell,21.53,melanoma,miraclib,PBMC,yes
sample08389,monocyte,19.46,melanoma,miraclib,PBMC,yes
sample08389,nk_cell,15.6,melanoma,miraclib,PBMC,yes
sample08390,b_cell,13.85,melanoma,miraclib,PBMC,yes
sample08390,cd4_t_cell,34.57,melanoma,miraclib,PBMC,yes
sample08390,cd8_t_cell,22.48,melanoma,miraclib,PBMC,yes
sample08390,monocyte,14.98,melanoma,miraclib,PBMC,yes
sample08390,nk_cell,14.11,melanoma,miraclib,PBMC,yes
sample08397,b_cell,6.38,melanoma,miraclib,PBMC,no
sample08397,cd4_t_cell,36.38,melanoma,miraclib,PBMC,no
sample08397,cd8_t_cell,22.14,melanoma,miraclib,PBMC,no
sample08397,monocyte,20.54,melanoma,miraclib,PBMC,no
sample08397,nk_cell,14.56,melanoma,miraclib,PBMC,no
sample08398,b_cell,10.83,melanoma,miraclib,PBMC,no
sample08398,cd4_t_cell,29.27,melanoma,miraclib,PBMC,no
sample08398,cd8_t_cell,26.23,melanoma,miraclib,PBMC,no
sample08398,monocyte,13.78,melanoma,miraclib,PBMC,no
sample08398,nk_cell,19.89,melanoma,miraclib,PBMC,no
sample08399,b_cell,5.63,melanoma,miraclib,PBMC,no
sample08399,cd4_t_cell,38.95,melanoma,miraclib,PBMC,no
sample08399,cd8_t_cell,33.15,melanoma,miraclib,PBMC,no
sample08399,monocyte,13.31,melanoma,miraclib,PBMC,no
sample08399,nk_cell,8.96,melanoma,miraclib,PBMC,no
sample08403,b_cell,13.07,melanoma,miraclib,PBMC,yes
sample08403,cd4_t_cell,25.6,melanoma,miraclib,PBMC,yes
sample08403,cd8_t_cell,24.11,melanoma,miraclib,PBMC,yes
sample08403,monocyte,22.59,melanoma,miraclib,PBMC,yes
sample08403,nk_cell,14.63,melanoma,miraclib,PBMC,yes
sample08404,b_cell,13.02,melanoma,miraclib,PBMC,yes
sample08404,cd4_t_cell,30.0,melanoma,miraclib,PBMC,yes
sample08404,cd8_t_cell,19.15,melanoma,miraclib,PBMC,yes
sample08404,monocyte,21.78,melanoma,miraclib,PBMC,yes
sample08404,nk_cell,16.05,melanoma,miraclib,PBMC,yes
sample08405,b_cell,7.43,melanoma,miraclib,PBMC,yes
sample08405,cd4_t_cell,31.98,melanoma,miraclib,PBMC,yes
sample08405,cd8_t_cell,19.85,melanoma,miraclib,PBMC,yes
sample08405,monocyte,19.1,melanoma,miraclib,PBMC,yes
sample08405,nk_cell,21.64,melanoma,miraclib,PBMC,yes
sample08412,b_cell,12.1,melanoma,miraclib,PBMC,no
sample08412,cd4_t_cell,27.42,melanoma,miraclib,PBMC,no
sample08412,cd8_t_cell,20.09,melanoma,miraclib,PBMC,no
sample08412,monocyte,19.4,melanoma,miraclib,PBMC,no
sample08412,nk_cell,20.99,melanoma,miraclib,PBMC,no
sample08413,b_cell,7.34,melanoma,miraclib,PBMC,no
sample08413,cd4_t_cell,36.38,melanoma,miraclib,PBMC,no
sample08413,cd8_t_cell,20.31,melanoma,miraclib,PBMC,no
sample08413,monocyte,21.18,melanoma,miraclib,PBMC,no
sample08413,nk_cell,14.8,melanoma,miraclib,PBMC,no
sample08414,b_cell,4.88,melanoma,miraclib,PBMC,no
sample08414,cd4_t_cell,19.12,melanoma,miraclib,PBMC,no
sample08414,cd8_t_cell,34.71,melanoma,miraclib,PBMC,no
sample08414,monocyte,26.34,melanoma,miraclib,PBMC,no
sample08414,nk_cell,14.95,melanoma,miraclib,PBMC,no
sample08415,b_cell,9.27,melanoma,miraclib,PBMC,no
sample08415,cd4_t_cell,34.29,melanoma,miraclib,PBMC,no
sample08415,cd8_t_cell,24.08,melanoma,miraclib,PBMC,no
sample08415,monocyte,19.22,melanoma,miraclib,PBMC,no
sample08415,nk_cell,13.14,melanoma,miraclib,PBMC,no
sample08416,b_cell,3.08,melanoma,miraclib,PBMC,no
sample08416,cd4_t_cell,34.17,melanoma,miraclib,PBMC,no
sample08416,cd8_t_cell,20.27,melanoma,miraclib,PBMC,no
sample08416,monocyte,23.58,melanoma,miraclib,PBMC,no
sample08416,nk_cell,18.9,melanoma,miraclib,PBMC,no
sample08417,b_cell,8.59,melanoma,miraclib,PBMC,no
sample08417,cd4_t_cell,20.21,melanoma,miraclib,PBMC,no
sample08417,cd8_t_cell,31.91,melanoma,miraclib,PBMC,no
sample08417,monocyte,19.11,melanoma,miraclib,PBMC,no
sample08417,nk_cell,20.19,melanoma,miraclib,PBMC,no
sample08421,b_cell,8.71,melanoma,miraclib,PBMC,no
sample08421,cd4_t_cell,33.27,melanoma,miraclib,PBMC,no
sample08421,cd8_t_cell,22.97,melanoma,miraclib,PBMC,no
sample08421,monocyte,21.3,melanoma,miraclib,PBMC,no
sample08421,nk_cell,13.76,melanoma,miraclib,PBMC,no
sample08422,b_cell,5.4,melanoma,miraclib,PBMC,no
sample08422,cd4_t_cell,33.88,melanoma,miraclib,PBMC,no
sample08422,cd8_t_cell,21.89,melanoma,miraclib,PBMC,no
sample08422,monocyte,20.3,melanoma,miraclib,PBMC,no
sample08422,nk_cell,18.53,melanoma,miraclib,PBMC,no
sample08423,b_cell,16.8,melanoma,miraclib,PBMC,no
sample08423,cd4_t_cell,23.3,melanoma,miraclib,PBMC,no
sample08423,cd8_t_cell,26.09,melanoma,miraclib,PBMC,no
sample08423,monocyte,21.39,melanoma,miraclib,PBMC,no
sample08423,nk_cell,12.42,melanoma,miraclib,PBMC,no
sample08433,b_cell,10.97,melanoma,miraclib,PBMC,no
sample08433,cd4_t_cell,29.61,melanoma,miraclib,PBMC,no
sample08433,cd8_t_cell,25.31,melanoma,miraclib,PBMC,no
sample08433,monocyte,17.82,melanoma,miraclib,PBMC,no
sample08433,nk_cell,16.28,melanoma,miraclib,PBMC,no
sample08434,b_cell,10.9,melanoma,miraclib,PBMC,no
sample08434,cd4_t_cell,38.47,melanoma,miraclib,PBMC,no
sample08434,cd8_t_cell,20.92,melanoma,miraclib,PBMC,no
sample08434,monocyte,18.79,melanoma,miraclib,PBMC,no
sample08434,nk_cell,10.92,melanoma,miraclib,PBMC,no
sample08435,b_cell,10.55,melanoma,miraclib,PBMC,no
sample08435,cd4_t_cell,34.79,melanoma,miraclib,PBMC,no
sample08435,cd8_t_cell,22.89,melanoma,miraclib,PBMC,no
sample08435,monocyte,14.68,melanoma,miraclib,PBMC,no
sample08435,nk_cell,17.09,melanoma,miraclib,PBMC,no
sample08436,b_cell,8.28,melanoma,miraclib,PBMC,no
sample08436,cd4_t_cell,26.12,melanoma,miraclib,PBMC,no
sample08436,cd8_t_cell,21.01,melanoma,miraclib,PBMC,no
sample08436,monocyte,24.57,melanoma,miraclib,PBMC,no
sample08436,nk_cell,20.03,melanoma,miraclib,PBMC,no
sample08437,b_cell,13.25,melanoma,miraclib,PBMC,no
sample08437,cd4_t_cell,25.02,melanoma,miraclib,PBMC,no
sample08437,cd8_t_cell,27.11,melanoma,miraclib,PBMC,no
sample08437,monocyte,21.42,melanoma,miraclib,PBMC,no
sample08437,nk_cell,13.2,melanoma,miraclib,PBMC,no
sample08438,b_cell,13.14,melanoma,miraclib,PBMC,no
sample08438,cd4_t_cell,29.07,melanoma,miraclib,PBMC,no
sample08438,cd8_t_cell,22.65,melanoma,miraclib,PBMC,no
sample08438,monocyte,10.33,melanoma,miraclib,PBMC,no
sample08438,nk_cell,24.8,melanoma,miraclib,PBMC,no
sample08439,b_cell,9.34,melanoma,miraclib,PBMC,no
sample08439,cd4_t_cell,33.01,melanoma,miraclib,PBMC,no
sample08439,cd8_t_cell,29.91,melanoma,miraclib,PBMC,no
sample08439,monocyte,17.06,melanoma,miraclib,PBMC,no
sample08439,nk_cell,10.68,melanoma,miraclib,PBMC,no
sample08440,b_cell,11.02,melanoma,miraclib,PBMC,no
sample08440,cd4_t_cell,29.82,melanoma,miraclib,PBMC,no
sample08440,cd8_t_cell,22.68,melanoma,miraclib,PBMC,no
sample08440,monocyte,23.51,melanoma,miraclib,PBMC,no
sample08440,nk_cell,12.97,melanoma,miraclib,PBMC,no
sample08441,b_cell,4.25,melanoma,miraclib,PBMC,no
sample08441,cd4_t_cell,41.53,melanoma,miraclib,PBMC,no
sample08441,cd8_t_cell,27.53,melanoma,miraclib,PBMC,no
sample08441,monocyte,12.95,melanoma,miraclib,PBMC,no
sample08441,nk_cell,13.74,melanoma,miraclib,PBMC,no
sample08442,b_cell,10.25,melanoma,miraclib,PBMC,yes
sample08442,cd4_t_cell,28.82,melanoma,miraclib,PBMC,yes
sample08442,cd8_t_cell,28.09,melanoma,miraclib,PBMC,yes
sample08442,monocyte,18.64,melanoma,miraclib,PBMC,yes
sample08442,nk_cell,14.21,melanoma,miraclib,PBMC,yes
sample08443,b_cell,8.34,melanoma,miraclib,PBMC,yes
sample08443,cd4_t_cell,27.96,melanoma,miraclib,PBMC,yes
sample08443,cd8_t_cell,23.18,melanoma,miraclib,PBMC,yes
sample08443,monocyte,19.7,melanoma,miraclib,PBMC,yes
sample08443,nk_cell,20.82,melanoma,miraclib,PBMC,yes
sample08444,b_cell,10.02,melanoma,miraclib,PBMC,yes
sample08444,cd4_t_cell,28.02,melanoma,miraclib,PBMC,yes
sample08444,cd8_t_cell,26.51,melanoma,miraclib,PBMC,yes
sample08444,monocyte,24.81,melanoma,miraclib,PBMC,yes
sample08444,nk_cell,10.63,melanoma,miraclib,PBMC,yes
sample08460,b_cell,20.28,melanoma,miraclib,PBMC,no
sample08460,cd4_t_cell,32.02,melanoma,miraclib,PBMC,no
sample08460,cd8_t_cell,12.04,melanoma,miraclib,PBMC,no
sample08460,monocyte,20.81,melanoma,miraclib,PBMC,no
sample08460,nk_cell,14.85,melanoma,miraclib,PBMC,no
sample08461,b_cell,8.94,melanoma,miraclib,PBMC,no
sample08461,cd4_t_cell,26.28,melanoma,miraclib,PBMC,no
sample08461,cd8_t_cell,27.33,melanoma,miraclib,PBMC,no
sample08461,monocyte,20.96,melanoma,miraclib,PBMC,no
sample08461,nk_cell,16.5,melanoma,miraclib,PBMC,no
sample08462,b_cell,6.19,melanoma,miraclib,PBMC,no
sample08462,cd4_t_cell,28.36,melanoma,miraclib,PBMC,no
sample08462,cd8_t_cell,24.69,melanoma,miraclib,PBMC,no
sample08462,monocyte,24.6,melanoma,miraclib,PBMC,no
sample08462,nk_cell,16.16,melanoma,miraclib,PBMC,no
sample08466,b_cell,10.25,melanoma,miraclib,PBMC,yes
sample08466,cd4_t_cell,37.9,melanoma,miraclib,PBMC,yes
sample08466,cd8_t_cell,24.24,melanoma,miraclib,PBMC,yes
sample08466,monocyte,16.74,melanoma,miraclib,PBMC,yes
sample08466,nk_cell,10.87,melanoma,miraclib,PBMC,yes
sample08467,b_cell,8.93,melanoma,miraclib,PBMC,yes
sample08467,cd4_t_cell,33.95,melanoma,miraclib,PBMC,yes
sample08467,cd8_t_cell,20.67,melanoma,miraclib,PBMC,yes
sample08467,monocyte,23.48,melanoma,miraclib,PBMC,yes
sample08467,nk_cell,12.98,melanoma,miraclib,PBMC,yes
sample08468,b_cell,11.15,melanoma,miraclib,PBMC,yes
sample08468,cd4_t_cell,28.86,melanoma,miraclib,PBMC,yes
sample08468,cd8_t_cell,22.52,melanoma,miraclib,PBMC,yes
sample08468,monocyte,19.91,melanoma,miraclib,PBMC,yes
sample08468,nk_cell,17.57,melanoma,miraclib,PBMC,yes
sample08472,b_cell,10.81,melanoma,miraclib,PBMC,no
sample08472,cd4_t_cell,27.64,melanoma,miraclib,PBMC,no
sample08472,cd8_t_cell,28.28,melanoma,miraclib,PBMC,no
sample08472,monocyte,21.58,melanoma,miraclib,PBMC,no
sample08472,nk_cell,11.69,melanoma,miraclib,PBMC,no
sample08473,b_cell,7.8,melanoma,miraclib,PBMC,no
sample08473,cd4_t_cell,35.99,melanoma,miraclib,PBMC,no
sample08473,cd8_t_cell,23.28,melanoma,miraclib,PBMC,no
sample08473,monocyte,20.08,melanoma,miraclib,PBMC,no
sample08473,nk_cell,12.84,melanoma,miraclib,PBMC,no
sample08474,b_cell,8.55,melanoma,miraclib,PBMC,no
sample08474,cd4_t_cell,31.67,melanoma,miraclib,PBMC,no
sample08474,cd8_t_cell,23.47,melanoma,miraclib,PBMC,no
sample08474,monocyte,23.98,melanoma,miraclib,PBMC,no
sample08474,nk_cell,12.34,melanoma,miraclib,PBMC,no
sample08481,b_cell,10.59,melanoma,miraclib,PBMC,yes
sample08481,cd4_t_cell,20.89,melanoma,miraclib,PBMC,yes
sample08481,cd8_t_cell,30.56,melanoma,miraclib,PBMC,yes
sample08481,monocyte,20.41,melanoma,miraclib,PBMC,yes
sample08481,nk_cell,17.54,melanoma,miraclib,PBMC,yes
sample08482,b_cell,5.77,melanoma,miraclib,PBMC,yes
sample08482,cd4_t_cell,33.74,melanoma,miraclib,PBMC,yes
sample08482,cd8_t_cell,16.38,melanoma,miraclib,PBMC,yes
sample08482,monocyte,27.3,melanoma,miraclib,PBMC,yes
sample08482,nk_cell,16.81,melanoma,miraclib,PBMC,yes
sample08483,b_cell,9.37,melanoma,miraclib,PBMC,yes
sample08483,cd4_t_cell,35.59,melanoma,miraclib,PBMC,yes
sample08483,cd8_t_cell,22.02,melanoma,miraclib,PBMC,yes
sample08483,monocyte,23.13,melanoma,miraclib,PBMC,yes
sample08483,nk_cell,9.89,melanoma,miraclib,PBMC,yes
sample08493,b_cell,15.11,melanoma,miraclib,PBMC,no
sample08493,cd4_t_cell,27.22,melanoma,miraclib,PBMC,no
sample08493,cd8_t_cell,21.58,melanoma,miraclib,PBMC,no
sample08493,monocyte,18.47,melanoma,miraclib,PBMC,no
sample08493,nk_cell,17.62,melanoma,miraclib,PBMC,no
sample08494,b_cell,13.77,melanoma,miraclib,PBMC,no
sample08494,cd4_t_cell,27.17,melanoma,miraclib,PBMC,no
sample08494,cd8_t_cell,18.77,melanoma,miraclib,PBMC,no
sample08494,monocyte,25.65,melanoma,miraclib,PBMC,no
sample08494,nk_cell,14.64,melanoma,miraclib,PBMC,no
sample08495,b_cell,6.58,melanoma,miraclib,PBMC,no
sample08495,cd4_t_cell,32.35,melanoma,miraclib,PBMC,no
sample08495,cd8_t_cell,26.14,melanoma,miraclib,PBMC,no
sample08495,monocyte,22.58,melanoma,miraclib,PBMC,no
sample08495,nk_cell,12.34,melanoma,miraclib,PBMC,no
sample08502,b_cell,7.66,melanoma,miraclib,PBMC,no
sample08502,cd4_t_cell,35.61,melanoma,miraclib,PBMC,no
sample08502,cd8_t_cell,24.29,melanoma,miraclib,PBMC,no
sample08502,monocyte,15.94,melanoma,miraclib,PBMC,no
sample08502,nk_cell,16.51,melanoma,miraclib,PBMC,no
sample08503,b_cell,5.14,melanoma,miraclib,PBMC,no
sample08503,cd4_t_cell,30.63,melanoma,miraclib,PBMC,no
sample08503,cd8_t_cell,33.47,melanoma,miraclib,PBMC,no
sample08503,monocyte,18.69,melanoma,miraclib,PBMC,no
sample08503,nk_cell,12.07,melanoma,miraclib,PBMC,no
sample08504,b_cell,9.84,melanoma,miraclib,PBMC,no
sample08504,cd4_t_cell,30.37,melanoma,miraclib,PBMC,no
sample08504,cd8_t_cell,21.89,melanoma,miraclib,PBMC,no
sample08504,monocyte,18.98,melanoma,miraclib,PBMC,no
sample08504,nk_cell,18.93,melanoma,miraclib,PBMC,no
sample08520,b_cell,10.14,melanoma,miraclib,PBMC,no
sample08520,cd4_t_cell,39.07,melanoma,miraclib,PBMC,no
sample08520,cd8_t_cell,21.93,melanoma,miraclib,PBMC,no
sample08520,monocyte,17.29,melanoma,miraclib,PBMC,no
sample08520,nk_cell,11.57,melanoma,miraclib,PBMC,no
sample08521,b_cell,11.51,melanoma,miraclib,PBMC,no
sample08521,cd4_t_cell,32.56,melanoma,miraclib,PBMC,no
sample08521,cd8_t_cell,20.84,melanoma,miraclib,PBMC,no
sample08521,monocyte,20.07,melanoma,miraclib,PBMC,no
sample08521,nk_cell,15.02,melanoma,miraclib,PBMC,no
sample08522,b_cell,9.98,melanoma,miraclib,PBMC,no
sample08522,cd4_t_cell,23.6,melanoma,miraclib,PBMC,no
sample08522,cd8_t_cell,29.22,melanoma,miraclib,PBMC,no
sample08522,monocyte,18.41,melanoma,miraclib,PBMC,no
sample08522,nk_cell,18.79,melanoma,miraclib,PBMC,no
sample08526,b_cell,9.09,melanoma,miraclib,PBMC,no
sample08526,cd4_t_cell,31.6,melanoma,miraclib,PBMC,no
sample08526,cd8_t_cell,24.75,melanoma,miraclib,PBMC,no
sample08526,monocyte,28.93,melanoma,miraclib,PBMC,no
sample08526,nk_cell,5.63,melanoma,miraclib,PBMC,no
sample08527,b_cell,6.55,melanoma,miraclib,PBMC,no
sample08527,cd4_t_cell,38.0,melanoma,miraclib,PBMC,no
sample08527,cd8_t_cell,23.15,melanoma,miraclib,PBMC,no
sample08527,monocyte,19.06,melanoma,miraclib,PBMC,no
sample08527,nk_cell,13.24,melanoma,miraclib,PBMC,no
sample08528,b_cell,7.82,melanoma,miraclib,PBMC,no
sample08528,cd4_t_cell,28.62,melanoma,miraclib,PBMC,no
sample08528,cd8_t_cell,24.14,melanoma,miraclib,PBMC,no
sample08528,monocyte,20.43,melanoma,miraclib,PBMC,no
sample08528,nk_cell,18.99,melanoma,miraclib,PBMC,no
sample08541,b_cell,10.13,melanoma,miraclib,PBMC,no
sample08541,cd4_t_cell,24.94,melanoma,miraclib,PBMC,no
sample08541,cd8_t_cell,25.62,melanoma,miraclib,PBMC,no
sample08541,monocyte,25.46,melanoma,miraclib,PBMC,no
sample08541,nk_cell,13.86,melanoma,miraclib,PBMC,no
sample08542,b_cell,4.56,melanoma,miraclib,PBMC,no
sample08542,cd4_t_cell,39.55,melanoma,miraclib,PBMC,no
sample08542,cd8_t_cell,26.96,melanoma,miraclib,PBMC,no
sample08542,monocyte,16.98,melanoma,miraclib,PBMC,no
sample08542,nk_cell,11.96,melanoma,miraclib,PBMC,no
sample08543,b_cell,5.68,melanoma,miraclib,PBMC,no
sample08543,cd4_t_cell,39.33,melanoma,miraclib,PBMC,no
sample08543,cd8_t_cell,29.93,melanoma,miraclib,PBMC,no
sample08543,monocyte,14.11,melanoma,miraclib,PBMC,no
sample08543,nk_cell,10.95,melanoma,miraclib,PBMC,no
sample08556,b_cell,10.37,melanoma,miraclib,PBMC,no
sample08556,cd4_t_cell,32.98,melanoma,miraclib,PBMC,no
sample08556,cd8_t_cell,22.02,melanoma,miraclib,PBMC,no
sample08556,monocyte,19.45,melanoma,miraclib,PBMC,no
sample08556,nk_cell,15.19,melanoma,miraclib,PBMC,no
sample08557,b_cell,9.53,melanoma,miraclib,PBMC,no
sample08557,cd4_t_cell,33.62,melanoma,miraclib,PBMC,no
sample08557,cd8_t_cell,23.15,melanoma,miraclib,PBMC,no
sample08557,monocyte,18.77,melanoma,miraclib,PBMC,no
sample08557,nk_cell,14.92,melanoma,miraclib,PBMC,no
sample08558,b_cell,9.11,melanoma,miraclib,PBMC,no
sample08558,cd4_t_cell,25.69,melanoma,miraclib,PBMC,no
sample08558,cd8_t_cell,24.24,melanoma,miraclib,PBMC,no
sample08558,monocyte,20.51,melanoma,miraclib,PBMC,no
sample08558,nk_cell,20.46,melanoma,miraclib,PBMC,no
sample08559,b_cell,12.99,melanoma,miraclib,PBMC,no
sample08559,cd4_t_cell,28.57,melanoma,miraclib,PBMC,no
sample08559,cd8_t_cell,22.85,melanoma,miraclib,PBMC,no
sample08559,monocyte,17.89,melanoma,miraclib,PBMC,no
sample08559,nk_cell,17.7,melanoma,miraclib,PBMC,no
sample08560,b_cell,7.87,melanoma,miraclib,PBMC,no
sample08560,cd4_t_cell,32.27,melanoma,miraclib,PBMC,no
sample08560,cd8_t_cell,25.73,melanoma,miraclib,PBMC,no
sample08560,monocyte,20.81,melanoma,miraclib,PBMC,no
